[authlib-injector] [INFO] Logging file: F:\ModTest\versions\1.16.5-Forge\authlib-injector.log
[authlib-injector] [INFO] Version: 1.2.7
[authlib-injector] [INFO] Authentication server: http://localhost:50015
[authlib-injector] [WARNING] You are using HTTP protocol, which is INSECURE! Please switch to HTTPS if possible.
2026-08-30 07:26:31,744 main ERROR Error processing element Queue ([Appenders: null]): CLASS_NOT_FOUND
2026-08-30 07:26:32,181 main ERROR Unable to locate appender "ServerGuiConsole" for logger config "root"
[07:26:32] [main/INFO]: ModLauncher running: args [--username, 165, --version, 1.16.5-Forge, --gameDir, F:\ModTest\versions\1.16.5-Forge, --assetsDir, F:\ModTest\assets, --assetIndex, 1.16, --uuid, 9ec8cd4d374a31d2acee87a84f0d903d, --accessToken, ❄❄❄❄❄❄❄❄, --userType, msa, --versionType, HMCL 3.16.0.348, --width, 1280, --height, 768, --launchTarget, fmlclient, --fml.forgeVersion, 36.2.42, --fml.mcVersion, 1.16.5, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20210115.111550]
[07:26:33] [main/INFO]: ModLauncher 8.1.3+8.1.3+main-8.1.x.c94d18ec starting: java version 17.0.11 by Oracle Corporation
[07:26:34] [main/INFO]: Added Lets Encrypt root certificates as additional trust
[07:27:00] [Render thread/INFO]: Wrote 1903 byte class file net.minecraftforge.client.event.InputEvent$MouseScrollEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.InputEvent$MouseScrollEvent.class
[07:27:00] [Render thread/INFO]: Wrote 1202 byte class file net.minecraftforge.client.event.RecipesUpdatedEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.RecipesUpdatedEvent.class
[07:27:00] [Render thread/INFO]: Wrote 1440 byte class file net.minecraftforge.client.event.GuiScreenEvent$KeyboardCharTypedEvent$Post to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiScreenEvent$KeyboardCharTypedEvent$Post.class
[07:27:01] [Render thread/INFO]: Wrote 1490 byte class file net.minecraftforge.client.event.InputEvent$KeyInputEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.InputEvent$KeyInputEvent.class
[07:27:01] [Render thread/INFO]: Wrote 2170 byte class file net.minecraftforge.client.event.InputEvent$ClickInputEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.InputEvent$ClickInputEvent.class
[07:27:01] [Render thread/INFO]: Wrote 2911 byte class file net.minecraftforge.client.event.DrawHighlightEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.DrawHighlightEvent.class
[07:27:01] [Render thread/INFO]: Wrote 2178 byte class file net.minecraftforge.client.event.DrawHighlightEvent$HighlightBlock to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.DrawHighlightEvent$HighlightBlock.class
[07:27:01] [Render thread/INFO]: Wrote 2183 byte class file net.minecraftforge.client.event.DrawHighlightEvent$HighlightEntity to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.DrawHighlightEvent$HighlightEntity.class
[07:27:01] [Render thread/INFO]: Wrote 2810 byte class file net.minecraftforge.client.event.RenderHandEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.RenderHandEvent.class
[07:27:01] [Render thread/INFO]: Wrote 1462 byte class file net.minecraftforge.client.event.GuiScreenEvent$KeyboardKeyPressedEvent$Post to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiScreenEvent$KeyboardKeyPressedEvent$Post.class
[07:27:01] [Render thread/INFO]: Wrote 1631 byte class file net.minecraftforge.client.event.GuiScreenEvent$MouseClickedEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiScreenEvent$MouseClickedEvent.class
[07:27:01] [Render thread/INFO]: Wrote 1437 byte class file net.minecraftforge.client.event.GuiScreenEvent$MouseClickedEvent$Post to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiScreenEvent$MouseClickedEvent$Post.class
[07:27:01] [Render thread/INFO]: Wrote 1636 byte class file net.minecraftforge.client.event.GuiScreenEvent$MouseReleasedEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiScreenEvent$MouseReleasedEvent.class
[07:27:01] [Render thread/INFO]: Wrote 1441 byte class file net.minecraftforge.client.event.GuiScreenEvent$MouseReleasedEvent$Post to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiScreenEvent$MouseReleasedEvent$Post.class
[07:27:01] [Render thread/INFO]: Wrote 1632 byte class file net.minecraftforge.client.event.GuiScreenEvent$MouseScrollEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiScreenEvent$MouseScrollEvent.class
[07:27:01] [Render thread/INFO]: Wrote 1431 byte class file net.minecraftforge.client.event.GuiScreenEvent$MouseScrollEvent$Pre to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiScreenEvent$MouseScrollEvent$Pre.class
[07:27:01] [Render thread/INFO]: Wrote 1516 byte class file net.minecraftforge.client.event.GuiScreenEvent$KeyboardKeyReleasedEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiScreenEvent$KeyboardKeyReleasedEvent.class
[07:27:01] [Render thread/INFO]: Wrote 1463 byte class file net.minecraftforge.client.event.GuiScreenEvent$KeyboardKeyReleasedEvent$Pre to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiScreenEvent$KeyboardKeyReleasedEvent$Pre.class
[07:27:01] [Render thread/INFO]: Wrote 1654 byte class file net.minecraftforge.client.event.ClientPlayerChangeGameModeEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.ClientPlayerChangeGameModeEvent.class
[07:27:01] [Render thread/INFO]: Wrote 1466 byte class file net.minecraftforge.client.event.GuiScreenEvent$KeyboardKeyReleasedEvent$Post to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiScreenEvent$KeyboardKeyReleasedEvent$Post.class
[07:27:01] [Render thread/INFO]: Wrote 1434 byte class file net.minecraftforge.client.event.GuiScreenEvent$MouseScrollEvent$Post to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiScreenEvent$MouseScrollEvent$Post.class
[07:27:01] [Render thread/INFO]: Wrote 1434 byte class file net.minecraftforge.client.event.GuiScreenEvent$MouseClickedEvent$Pre to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiScreenEvent$MouseClickedEvent$Pre.class
[07:27:01] [Render thread/INFO]: Wrote 1438 byte class file net.minecraftforge.client.event.GuiScreenEvent$MouseReleasedEvent$Pre to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiScreenEvent$MouseReleasedEvent$Pre.class
[07:27:01] [Render thread/INFO]: Wrote 2275 byte class file net.minecraftforge.client.event.RenderArmEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.RenderArmEvent.class
[07:27:01] [Render thread/INFO]: Wrote 1448 byte class file net.minecraftforge.client.event.TextureStitchEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.TextureStitchEvent.class
[07:27:01] [Render thread/INFO]: Wrote 1749 byte class file net.minecraftforge.client.event.TextureStitchEvent$Pre to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.TextureStitchEvent$Pre.class
[07:27:01] [Render thread/INFO]: Wrote 1130 byte class file net.minecraftforge.client.event.TextureStitchEvent$Post to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.TextureStitchEvent$Post.class
[07:27:01] [Render thread/INFO]: Wrote 1835 byte class file net.minecraftforge.client.event.FOVUpdateEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.FOVUpdateEvent.class
[07:27:01] [Render thread/INFO]: Wrote 5733 byte class file net.minecraft.resources.ResourcePack to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.resources.ResourcePack.class
[authlib-injector] [INFO] Transformed [com.mojang.authlib.HttpAuthenticationService] with [ConcatenateURL Workaround]
[authlib-injector] [INFO] Transformed [com.mojang.authlib.yggdrasil.YggdrasilEnvironment] with [Constant URL Transformer]
[07:27:01] [Render thread/INFO]: Environment: authHost='http://localhost:50015/authserver', accountsHost='http://127.0.0.1:50042/https/api.mojang.com', sessionHost='http://127.0.0.1:50042/https/sessionserver.mojang.com', servicesHost='http://127.0.0.1:50042/https/api.minecraftservices.com', name='PROD'
[authlib-injector] [INFO] Transformed [com.mojang.authlib.yggdrasil.YggdrasilMinecraftSessionService] with [Texture Whitelist Transformer]
[07:27:01] [Render thread/INFO]: Setting user: 165
[07:27:01] [Render thread/INFO]: Wrote 12780 byte class file net.minecraft.client.settings.KeyBinding to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.settings.KeyBinding.class
[07:27:01] [Render thread/INFO]: Wrote 34517 byte class file net.minecraft.client.GameSettings to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.GameSettings.class
[07:27:01] [Render thread/INFO]: Wrote 1449 byte class file net.minecraft.client.settings.ToggleableKeyBinding to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.settings.ToggleableKeyBinding.class
[07:27:01] [Render thread/INFO]: Wrote 9341 byte class file net.minecraft.client.gui.widget.Widget to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.widget.Widget.class
[07:27:01] [Render thread/INFO]: Backend library: LWJGL version 3.2.2 build 10
[07:27:02] [Render thread/INFO]: Wrote 20930 byte class file net.minecraft.client.MainWindow to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.MainWindow.class
[07:27:02] [Render thread/INFO]: Wrote 742 byte class file net.minecraft.client.MainWindow$GlException to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.MainWindow$GlException.class
[07:27:02] [Render thread/INFO]: Wrote 485 byte class file net.minecraft.client.ClientBrandRetriever to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.ClientBrandRetriever.class
[07:27:02] [Render thread/INFO]: Wrote 14715 byte class file net.minecraft.client.MouseHelper to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.MouseHelper.class
[07:27:02] [Render thread/INFO]: Wrote 24554 byte class file net.minecraft.client.KeyboardListener to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.KeyboardListener.class
[07:27:02] [Render thread/INFO]: Wrote 43597 byte class file com.mojang.blaze3d.platform.GlStateManager to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager.class
[07:27:02] [Render thread/INFO]: Wrote 1083 byte class file com.mojang.blaze3d.platform.GlStateManager$AlphaState to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$AlphaState.class
[07:27:02] [Render thread/INFO]: Wrote 1666 byte class file com.mojang.blaze3d.platform.GlStateManager$BooleanState to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$BooleanState.class
[07:27:02] [Render thread/INFO]: Wrote 1099 byte class file com.mojang.blaze3d.platform.GlStateManager$ColorMaterialState to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$ColorMaterialState.class
[07:27:02] [Render thread/INFO]: Wrote 1075 byte class file com.mojang.blaze3d.platform.GlStateManager$BlendState to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$BlendState.class
[07:27:02] [Render thread/INFO]: Wrote 993 byte class file com.mojang.blaze3d.platform.GlStateManager$DepthState to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$DepthState.class
[07:27:02] [Render thread/INFO]: Wrote 1140 byte class file com.mojang.blaze3d.platform.GlStateManager$FogState to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$FogState.class
[07:27:02] [Render thread/INFO]: Wrote 942 byte class file com.mojang.blaze3d.platform.GlStateManager$CullState to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$CullState.class
[07:27:02] [Render thread/INFO]: Wrote 1030 byte class file com.mojang.blaze3d.platform.GlStateManager$PolygonOffsetState to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$PolygonOffsetState.class
[07:27:02] [Render thread/INFO]: Wrote 960 byte class file com.mojang.blaze3d.platform.GlStateManager$ColorLogicState to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$ColorLogicState.class
[07:27:02] [Render thread/INFO]: Wrote 1151 byte class file com.mojang.blaze3d.platform.GlStateManager$TexGenState to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$TexGenState.class
[07:27:02] [Render thread/INFO]: Wrote 888 byte class file com.mojang.blaze3d.platform.GlStateManager$TexGenCoord to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$TexGenCoord.class
[07:27:02] [Render thread/INFO]: Wrote 1075 byte class file com.mojang.blaze3d.platform.GlStateManager$StencilState to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$StencilState.class
[07:27:03] [Render thread/INFO]: Wrote 803 byte class file com.mojang.blaze3d.platform.GlStateManager$StencilFunc to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$StencilFunc.class
[07:27:03] [Render thread/INFO]: Wrote 901 byte class file com.mojang.blaze3d.platform.GlStateManager$ScissorState to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$ScissorState.class
[07:27:03] [Render thread/INFO]: Wrote 930 byte class file com.mojang.blaze3d.platform.GlStateManager$TextureState to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$TextureState.class
[07:27:03] [Render thread/INFO]: Wrote 858 byte class file com.mojang.blaze3d.platform.GlStateManager$ColorMask to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$ColorMask.class
[07:27:03] [Render thread/INFO]: Wrote 912 byte class file com.mojang.blaze3d.platform.GlStateManager$Color to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$Color.class
[07:27:03] [Render thread/INFO]: Wrote 1284 byte class file com.mojang.blaze3d.platform.GlStateManager$SupportType to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$SupportType.class
[07:27:03] [Render thread/INFO]: Wrote 1346 byte class file com.mojang.blaze3d.platform.GlStateManager$FramebufferExtension to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$FramebufferExtension.class
[07:27:03] [Render thread/INFO]: Wrote 10901 byte class file net.minecraft.client.shader.Framebuffer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.shader.Framebuffer.class
[07:27:03] [Render thread/INFO]: Wrote 1373 byte class file com.mojang.blaze3d.platform.GlStateManager$TexGen to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$TexGen.class
[07:27:03] [Render thread/INFO]: Wrote 1270 byte class file com.mojang.blaze3d.platform.GlStateManager$Viewport to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$Viewport.class
[07:27:03] [Render thread/INFO]: Wrote 20792 byte class file net.minecraftforge.fml.client.ClientModLoader to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.fml.client.ClientModLoader.class
[07:27:03] [Render thread/INFO]: Wrote 4298 byte class file net.minecraftforge.fml.network.NetworkEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.fml.network.NetworkEvent.class
[07:27:03] [Render thread/INFO]: Wrote 2088 byte class file net.minecraftforge.fml.network.NetworkEvent$GatherLoginPayloadsEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.fml.network.NetworkEvent$GatherLoginPayloadsEvent.class
[07:27:03] [Render thread/INFO]: Wrote 1759 byte class file net.minecraftforge.fml.network.NetworkEvent$LoginPayloadEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.fml.network.NetworkEvent$LoginPayloadEvent.class
[07:27:04] [Render thread/INFO]: Wrote 1854 byte class file net.minecraftforge.fml.network.NetworkEvent$ClientCustomPayloadEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.fml.network.NetworkEvent$ClientCustomPayloadEvent.class
[07:27:04] [Render thread/INFO]: Wrote 1854 byte class file net.minecraftforge.fml.network.NetworkEvent$ServerCustomPayloadEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.fml.network.NetworkEvent$ServerCustomPayloadEvent.class
[07:27:04] [Render thread/INFO]: Wrote 1790 byte class file net.minecraftforge.fml.network.NetworkEvent$ClientCustomPayloadLoginEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.fml.network.NetworkEvent$ClientCustomPayloadLoginEvent.class
[07:27:04] [Render thread/INFO]: Wrote 1790 byte class file net.minecraftforge.fml.network.NetworkEvent$ServerCustomPayloadLoginEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.fml.network.NetworkEvent$ServerCustomPayloadLoginEvent.class
[07:27:04] [Render thread/INFO]: Wrote 1340 byte class file net.minecraftforge.fml.config.ModConfig$ModConfigEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.fml.config.ModConfig$ModConfigEvent.class
[07:27:04] [Render thread/INFO]: Wrote 1167 byte class file net.minecraftforge.fml.config.ModConfig$Loading to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.fml.config.ModConfig$Loading.class
[07:27:04] [Render thread/INFO]: Wrote 1173 byte class file net.minecraftforge.fml.config.ModConfig$Reloading to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.fml.config.ModConfig$Reloading.class
[07:27:04] [Render thread/INFO]: Wrote 1121 byte class file net.minecraftforge.event.TagsUpdatedEvent$CustomTagTypes to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.TagsUpdatedEvent$CustomTagTypes.class
